scenario_id,regime,scenario_source,ambiguity_set,demand,time_steps,demand_profile,mu_D,rho_D,sigma_D,mu_W,rho_W,sigma_W,peak_W,G3_B1_bid_profile,G3_B1_cap,G3_B2_bid_profile,G3_B2_cap,G2_B1_bid_profile,G2_B1_cap,G2_B2_bid_profile,G2_B2_cap,G1_B1_bid_profile,G1_B1_cap,G1_B2_bid_profile,G1_B2_cap,W3_B1_bid_profile,W3_B1_cap,W3_B1_profile,W2_B1_bid_profile,W2_B1_cap,W2_B1_profile,W1_B1_bid_profile,W1_B1_cap,W1_B1_profile
681,base_test_case,ambiguity_set,base_test_case,121.52703198310444,8,"[108.91109272578991, 112.4016208401564, 133.02122320690233, 125.1612909976711, 135.2525258656338, 131.9610098860861, 109.82691004226655, 103.612350961923]",1.2152703198310444,0.75,0.016907765499703627,0.4344642542448935,0.75,0.005839221317867005,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[19.36674971041996, 19.522899373710487, 20.167260527559, 21.58820104689381, 24.630033340509446, 25.263405920510955, 23.2027143792256, 21.03090060967344]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[19.693367370231528, 19.677438804807874, 19.985216417890438, 21.47263577644031, 23.9040452999735, 24.501887423294242, 22.752300192902815, 20.29539807997703]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[19.71572332344239, 19.740490838729908, 20.223189262629194, 22.0005344339602, 24.553493343850523, 24.7417451039076, 22.806384034713844, 20.51436286442139]"
682,base_test_case,ambiguity_set,base_test_case,120.50343997311381,8,"[107.19433672755075, 113.274615458272, 129.260873503117, 119.90023550613911, 134.54703597286388, 131.69727790544565, 110.91762346163752, 108.03298246557509]",1.2050343997311381,0.75,0.012786564090177449,0.5519080060186473,0.75,0.011110141425609583,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[23.91113459266679, 24.87004028227389, 25.29143866888488, 28.497305958875923, 31.602962038426803, 32.53112427117627, 29.023284465710603, 26.86782255544018]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[24.496534692727142, 23.6835926639592, 24.589943288034295, 27.37124375851902, 30.939429106310662, 30.736695077742464, 27.975946157617244, 24.814039141776323]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[25.24845336985284, 24.77400051722735, 25.18103793942435, 26.883646775670027, 30.14922870763654, 30.701864451286475, 28.893759204851026, 25.75821348124994]"
683,base_test_case,ambiguity_set,base_test_case,100.83284622497327,8,"[89.74309843472048, 95.1888945263651, 109.38151131520222, 102.11737167372445, 112.82402113082676, 110.98959596079192, 94.216321999229, 89.42353215553665]",1.0083284622497326,0.75,0.002435087178685378,0.4212131253319148,0.75,0.013374002015253687,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[19.027249043909258, 18.54092909885704, 20.39473437758533, 20.875158210411918, 23.015262650790046, 24.464995664272703, 22.78544584230666, 22.20012950169628]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[18.04890643338929, 18.830070969439916, 20.27758858879846, 23.37457826783613, 24.915674944352574, 24.75065535594954, 22.615536300058142, 21.46830470274038]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[18.26346649098143, 18.413010268453554, 18.330814143875436, 18.76663538034869, 21.414392424422502, 22.456793406742403, 20.214794101083555, 19.06930668646531]"
684,base_test_case,ambiguity_set,base_test_case,120.7825646497876,8,"[107.77436110318715, 112.7488086510165, 130.00474886098814, 119.43709432614182, 134.04375955033325, 133.27327608736118, 112.24689751713906, 107.80393016726548]",1.207825646497876,0.75,0.016930889065933215,0.4051329557884423,0.75,0.0018736892337390403,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[18.194210690424757, 18.070228831747222, 18.71794901804553, 20.578509299721468, 22.860781152270224, 23.498804647272166, 21.554047611223336, 19.198030916186013]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[18.118474289709667, 18.072582840382864, 18.60853668274046, 20.632291128201867, 23.001190719580464, 23.46836070492067, 21.330162828192186, 18.857183905005584]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[18.172084296599888, 17.92978936196121, 18.555220308733432, 20.395853260384737, 22.75336524758559, 23.58401944943073, 21.397691260297734, 19.23871677323397]"
685,base_test_case,ambiguity_set,base_test_case,115.1422915397036,8,"[102.70717203939479, 110.40880898244434, 128.29952805554922, 114.15647483279432, 129.96809648168173, 122.93209207619316, 105.90681134877468, 104.00243321079063]",1.1514229153970361,0.75,0.022812387763848484,0.7494645153844748,0.75,0.023455718677802852,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[35.52622405402835, 32.18558570402816, 33.12684893461287, 37.025312519629, 39.49545032743742, 41.22214311109243, 38.01610124532683, 33.11002541191898]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[33.83860481400695, 31.84198780670308, 32.5923878827581, 36.24253342202096, 38.863956425238285, 39.83385344187692, 35.48538157619908, 31.23671990437704]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[32.629046316135415, 33.59610919953378, 34.47735971527013, 40.120888709048046, 43.16577027460093, 44.66817998804133, 40.668895634651, 35.649881362555774]"
686,base_test_case,ambiguity_set,base_test_case,104.88773923854589,8,"[93.29338039414507, 99.40468709893699, 113.42554511405807, 102.17762946773026, 117.26178518808213, 111.91508258610621, 100.57964947906761, 94.48369359343233]",1.0488773923854589,0.75,0.02329439231250036,0.38981543640407706,0.75,0.017903171162316284,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[16.9231271577097, 16.632782558486596, 16.733935439069167, 19.14504812040021, 20.496043549512205, 21.267854749627762, 19.23531400185651, 18.97323458448706]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[19.304795571252395, 17.74830459581033, 17.882671441314244, 20.796359475772665, 23.84875759069861, 23.787029804213958, 20.486084821681665, 19.626059683339054]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[17.216331460110624, 16.61111843408398, 16.688572786789965, 19.101078357324155, 22.187501281873377, 23.092092805493657, 22.019895041284588, 19.656628755980364]"
687,base_test_case,ambiguity_set,base_test_case,110.22918407870593,8,"[95.35068495150027, 103.24924483079899, 121.49539896494122, 111.04536063119454, 123.90493531433158, 124.39183479841427, 107.36371430886713, 101.22461739496018]",1.1022918407870592,0.75,0.016481819185618505,0.5603906367897435,0.75,0.012795191355570234,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[25.256284172037205, 25.188713073994894, 26.051769654973313, 27.931132350898146, 31.563877268516855, 31.73852194310656, 29.332626984383452, 27.528750196415153]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[26.53414322126114, 25.38622081321288, 27.140625324405917, 29.828849667473072, 31.031173308499916, 32.334891132717765, 30.00501732797668, 26.893549291480102]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[23.44199439143048, 23.481500696356715, 26.44575793408662, 28.535283356666046, 31.18437699793054, 31.71901162909213, 28.85990976824504, 25.64765496494708]"
688,base_test_case,ambiguity_set,base_test_case,110.99789509594767,8,"[99.43054798579304, 106.05593768848655, 125.84200847067675, 117.94710447202736, 128.75892872642268, 128.07280217496316, 106.05245983374552, 99.65932626272402]",1.1099789509594766,0.75,0.01685145525433184,0.5807640785230146,0.75,0.022213000613447414,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[26.932764625813597, 26.39930778636299, 26.755374885976547, 29.852515292870695, 34.80775750950329, 33.96559398534076, 31.573051199774532, 26.473499179136116]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[26.893503561760703, 25.909199128713546, 26.214405697787196, 29.414108555126838, 32.677970346698444, 32.99318285707595, 31.3346993438665, 26.45749337805111]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[27.00861635349699, 27.066269536226145, 28.41462207167928, 29.00383655542519, 33.448075124707294, 35.06606639723782, 31.289325369163716, 28.06614949588116]"
689,base_test_case,ambiguity_set,base_test_case,104.54163235364948,8,"[92.73002502769403, 98.9915648015155, 114.24624127828085, 108.1138900302253, 118.71345487439584, 115.47061197208264, 99.07970216177581, 95.98604119045181]",1.0454163235364948,0.75,0.01472722934592828,0.4441922501976194,0.75,0.01615301209861056,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[17.921172867768565, 18.255038077674264, 19.496072529314308, 21.22635118000569, 24.216989432840354, 25.33389135269173, 23.597121005096593, 20.227395483577233]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[20.043533111389966, 21.77432281697115, 20.792535241205684, 21.92026378569722, 25.384239011110676, 23.631137844970066, 22.00130864899496, 20.26889638828836]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[20.175596591375022, 19.74305350781324, 19.34729999465488, 22.342784306848486, 24.583361389733877, 26.321700175225953, 24.54659524952558, 21.247170600389563]"
690,base_test_case,ambiguity_set,base_test_case,118.583075800028,8,"[105.43543556546386, 111.69413151099175, 128.49173583890533, 120.82881843666549, 133.6454911389667, 131.10903658026666, 112.11012108015856, 105.10862809507115]",1.18583075800028,0.75,0.007356669984591034,0.34469525043913807,0.75,0.022451085813213527,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[16.13959202113487, 15.247108840752254, 18.50162787013045, 19.953816959098003, 20.291905230028192, 21.07002813714075, 18.090761872182046, 16.046574843446443]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[15.509561855223286, 14.16399911800395, 13.447086839202592, 15.80277677268814, 18.935482472160615, 19.2466152663866, 17.06712077809007, 14.737863627937362]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[16.24683426121679, 14.514506044150552, 16.189821142687816, 18.721286002474432, 21.230302923584894, 21.816655704331435, 19.72433108630498, 17.840606279751427]"
691,base_test_case,ambiguity_set,base_test_case,108.21282084722372,8,"[93.64855046881814, 100.52892369740543, 114.60021661156419, 108.78468162323931, 120.32443745188246, 119.43252512381908, 104.62013608443618, 99.2112524932884]",1.0821282084722372,0.75,0.017437250019193308,0.26868317398827374,0.75,0.0226240990324218,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[11.187971968392485, 8.405384461703793, 10.168094841274156, 12.885499249658459, 12.438730355963212, 13.422358343387286, 12.199913908907781, 11.305933413511504]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[11.012780226272874, 9.568395416962561, 9.898746928380168, 9.904608354179906, 13.46907467129439, 12.72801434717662, 10.781129421824708, 12.640508784565183]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[11.180206540908998, 8.9736898666267, 8.705088870550103, 7.891125002818852, 10.2259259070615, 12.568269843367252, 10.818624871175702, 10.393193567175585]"
692,base_test_case,ambiguity_set,base_test_case,107.22838515067184,8,"[91.8531007781366, 98.34302921736207, 115.3825966816522, 102.07317256326569, 117.73812195617985, 118.49614747397428, 100.02703095890794, 97.53190449348581]",1.0722838515067183,0.75,0.023995470265932444,0.6348563015737857,0.75,0.00925341473643887,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[29.51612689031299, 29.7554159056378, 30.39151747512892, 32.810432100699565, 36.42267232581751, 36.274855500047614, 32.96230205171403, 29.60116948788759]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[28.1518837383513, 28.28130249258378, 28.603349276781657, 31.74397793614949, 34.879692610736285, 36.30379300357022, 33.03286376495475, 29.42251983381274]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[28.49617392929998, 28.78995268021122, 29.377967240417412, 32.388272123534215, 36.04164779623107, 36.01977917681815, 33.131780519949196, 29.62003244483776]"
693,base_test_case,ambiguity_set,base_test_case,83.74050877628072,8,"[74.5742184155769, 78.51783996709317, 91.28334447541471, 83.69485792931138, 93.59846885692572, 91.55325306479764, 77.90052771574611, 73.52972513467805]",0.8374050877628072,0.75,0.009478480224198317,0.6019833044449834,0.75,0.007407756834456819,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[26.585004734604684, 26.462670627266053, 27.54873666821225, 30.525831199062214, 34.27546996092617, 34.70945921314076, 31.872132973309714, 29.470767981189596]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[26.87888851658378, 27.39185555317551, 27.3891238254415, 30.495333771762727, 33.89219514547311, 34.72172241794967, 31.116100045690636, 28.2503452367745]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[26.95510196996061, 26.779833990577416, 27.454781500059777, 29.509636752931122, 32.7015576343734, 33.663290805532675, 30.864155130121762, 28.013036770890825]"
694,base_test_case,ambiguity_set,base_test_case,108.9279349468579,8,"[99.76279732443473, 106.684195835743, 120.75776704866459, 113.76956374740016, 122.00388429922747, 122.68866907863813, 106.12733134646435, 98.7790564236883]",1.089279349468579,0.75,0.023031485714591272,0.34069682511160354,0.75,0.005312150862362903,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[15.78238702186786, 15.971581062848285, 16.363306025519673, 17.7331011050638, 19.89241395702702, 19.769684942930777, 18.20534496003364, 16.399365521045333]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[14.961142816076038, 14.524334247463525, 15.148593975945401, 17.01218157737064, 19.291123424070747, 19.93534253859197, 18.054446866437456, 16.37914440555304]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[15.105862398989439, 14.578665439314529, 15.25825945582729, 17.47514485942781, 20.38822034652082, 20.38190783999015, 18.319814972999062, 16.35546084832868]"
695,base_test_case,ambiguity_set,base_test_case,119.3872706196779,8,"[106.54373505649848, 112.48248735146717, 129.51387457744207, 121.08962828960625, 134.74177451405632, 132.14295817402876, 111.29660285488063, 105.63064270075803]",1.193872706196779,0.75,0.005043880446641877,0.7250848994004118,0.75,0.002748077593231954,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[32.55014471951573, 32.40144482196732, 33.558695207132324, 36.81371467737991, 40.95112252128295, 41.73515499439013, 38.18791091277821, 34.16508454232158]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[32.62735346548613, 32.362566833097475, 33.601465555859235, 37.01160614802224, 41.063212375102665, 42.06756973068008, 38.329858505838416, 34.521364790846434]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[32.4517692544833, 32.25464913169445, 33.472381131080795, 36.93873092046199, 41.15284188397095, 41.83506776033594, 38.3934743045998, 34.5293065184485]"
696,base_test_case,ambiguity_set,base_test_case,103.25623961635458,8,"[91.28678026208291, 97.02624210363985, 112.76130952444055, 106.31563235092376, 116.74375206947893, 113.83849122937168, 96.16158511243941, 90.99702716230009]",1.0325623961635457,0.75,0.013580245703986426,0.3737159234881274,0.75,0.008390703706397896,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[16.386545053582633, 16.34606817728145, 17.100524115741703, 18.79161155074729, 20.63423492574959, 21.261735401089403, 20.118464814500786, 17.580974541850853]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[16.161313014077894, 15.460979808938625, 15.961395778176152, 17.920923095003015, 20.284543435286512, 21.158477321523243, 20.161616313445684, 18.38515378496179]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[16.740062020860595, 16.69144498660122, 17.20210082946624, 19.021236608327506, 21.0066432246166, 21.42625246273109, 18.884066106413954, 17.31014593876086]"
697,base_test_case,ambiguity_set,base_test_case,102.5121679400741,8,"[92.80451101257171, 97.69015664863355, 113.82743546484883, 104.13884186420539, 114.27848724406384, 111.72283130318874, 93.3495785077911, 90.01166971414399]",1.025121679400741,0.75,0.017746882337685618,0.38462099294745394,0.75,0.011644865367868792,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[16.726685543746136, 16.746486068184222, 17.040066296639132, 18.426258880152318, 20.306379078439583, 20.70788182059944, 18.945543440986707, 17.711714655387237]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[17.90305327779513, 17.473547910694258, 17.4733603576549, 19.11909157227445, 21.069673694233888, 21.836458219916555, 19.656725297017623, 15.498588003196257]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[16.33131944463595, 17.08291893573343, 17.191654940961058, 19.9160240987489, 21.18091718169512, 22.097758453931625, 20.46969260482359, 18.426848698410918]"
